630;717;-1079;1;
629;717;-1109;1;
629;716;-1139;1;10
630;715;-1169;1;
630;715;-1198;1;
629;715;-1219;1;
629;714;-1240;1;
630;712;-1261;1;
630;712;-1282;1;
630;712;-1303;1;
630;711;-1324;1;
629;709;-1340;1;
629;707;-1355;1;
630;706;-1376;1;
630;704;-1397;1;
630;702;-1411;1;
629;701;-1424;1;
629;700;-1436;1;
630;698;-1454;1;
630;696;-1471;1;6
629;695;-1488;1;5
629;692;-1504;1;
629;691;-1521;1;
631;689;-1538;1;
630;685;-1555;1;
630;681;-1562;1;
629;677;-1573;1;
629;674;-1581;1;
630;668;-1590;1;
630;664;-1599;1;4
629;658;-1608;1;5
629;655;-1617;1;4
629;651;-1625;1;3
629;651;-1633;1;4
629;645;-1640;1;5
629;636;-1648;1;4
629;628;-1656;1;
629;622;-1667;1;
629;622;-1678;1;
629;616;-1684;1;
629;611;-1691;1;
629;605;-1698;1;
629;599;-1704;1;
630;592;-1710;1;4
630;592;-1718;1;4
629;586;-1722;1;7
630;580;-1731;1;
629;573;-1739;1;
629;566;-1747;1;
629;566;-1755;1;
630;559;-1762;1;
630;553;-1769;1;
629;546;-1774;1;
630;538;-1780;1;
630;532;-1786;1;
630;532;-1792;1;
630;525;-1798;1;
631;516;-1804;1;
630;510;-1810;1;
628;522;-1814;2;
626;534;-1790;2;
624;546;-1766;2;
625;558;-1742;2;
624;579;-1718;2;
623;604;-1694;2;
621;620;-1670;2;
621;620;-1646;2;
620;639;-1622;2;
618;655;-1598;2;
616;678;-1574;2;
614;702;-1550;2;
614;702;-1526;2;
612;715;-1502;2;
611;728;-1478;2;
610;741;-1454;2;
608;753;-1430;2;
607;762;-1406;2;
607;762;-1382;2;
606;775;-1358;2;
604;783;-1334;2;
602;794;-1310;2;
602;804;-1286;2;
600;812;-1262;2;
600;812;-1238;2;
600;820;-1214;2;
597;827;-1190;2;
597;832;-1166;2;
594;844;-1142;2;
594;848;-1102;2;
594;848;-1069;2;
593;853;-1034;2;
591;858;-1003;2;
589;862;-986;2;
589;867;-969;2;
589;867;-952;2;
586;870;-935;2;
583;873;-918;2;
582;877;-901;2;
581;879;-884;2;
581;879;-867;2;
579;879;-850;2;
577;879;-833;2;
575;879;-816;2;
573;879;-799;2;
571;881;-782;2;
570;880;-765;2;
568;878;-748;2;
566;877;-731;2;
564;875;-714;2;
561;872;-697;2;
561;872;-680;2;
559;869;-663;2;
556;865;-646;2;
553;859;-629;2;
551;854;-612;2;
548;845;-595;2;
545;836;-578;2;
544;829;-561;2;
542;821;-544;2;
539;811;-527;2;
538;801;-510;2;
538;801;-467;2;
533;782;-456;2;
529;763;-445;2;
527;750;-428;2;
524;736;-410;2;
524;736;-401;2;
521;720;-387;2;
521;717;-373;2;
521;714;-359;2;
521;711;-345;2;
521;708;-331;2;
521;705;-313;2;
521;702;-302;2;
521;699;-291;2;
521;696;-280;2;
521;693;-269;2;
521;690;-258;2;
521;687;-254;3;
521;684;-247;3;
521;681;-239;3;
521;678;-232;3;
521;675;-224;3;
521;672;-218;3;
521;669;-211;3;
521;666;-220;3;
521;663;-229;3;
521;660;-236;3;
521;657;-241;3;
521;654;-268;3;
521;651;-292;3;
521;648;-319;3;
521;645;-346;3;
521;642;-361;3;
521;639;-376;3;
521;636;-391;3;
521;633;-406;3;
521;630;-421;3;
521;627;-436;3;
521;624;-451;3;
521;621;-466;3;
521;618;-481;3;
521;615;-496;4;
521;612;-511;4;
521;609;-526;4;
521;606;-533;4;
521;603;-552;4;
521;600;-568;4;
521;597;-597;4;
521;594;-597;4;
521;591;-562;4;
521;588;-527;4;
521;585;-492;4;
521;582;-457;4;
521;579;-422;4;
521;576;-387;4;
521;573;-352;4;
521;570;-317;4;
521;567;-282;4;
521;564;-247;4;
521;561;-212;5;
521;558;-168;5;
521;555;-161;6;
521;552;-154;7;
521;549;-147;7;
521;546;-140;7;
521;543;-129;7;
521;540;-134;7;
521;537;-137;7;
521;534;-111;7;
521;531;-112;7;
521;528;-113;7;
521;525;-115;8;
521;522;-117;9;
521;519;-126;9;
521;516;-128;9;
521;513;-130;9;
521;510;-132;9;
521;507;-134;9;
521;504;-133;9;
521;501;-144;9;
521;498;-155;9;
521;495;-156;9;
521;492;-158;9;
521;489;-159;9;
521;486;-172;9;
521;483;-185;9;
521;480;-198;9;
521;477;-211;9;
521;474;-224;9;
521;471;-237;9;
521;468;-250;9;
521;465;-263;9;
521;462;-276;9;
521;459;-289;9;
521;456;-302;9;
521;453;-315;9;
521;450;-328;9;
521;447;-341;9;
521;444;-354;9;
521;441;-367;9;
521;438;-380;9;
521;435;-393;9;
521;432;-406;9;
521;429;-419;9;
521;426;-432;9;
521;423;-445;9;
521;420;-458;9;
521;417;-471;9;
521;414;-484;9;
521;411;-497;9;
521;408;-510;9;
521;405;-523;9;
531;459;-536;9;
537;482;-549;9;
543;504;-562;9;
549;527;-575;9;
549;527;-588;10;
554;548;-601;10;
558;568;-614;10;
563;587;-627;10;
568;606;-640;10;
574;623;-653;10;
574;623;-666;10;
579;640;-656;10;
583;655;-641;10;
589;672;-626;10;
593;685;-611;10;
597;698;-593;10;
597;698;-581;10;
603;711;-569;10;
607;725;-561;10;
612;735;-553;10;
616;746;-545;10;
620;757;-538;10;
620;757;-531;10;3
625;767;-525;10;3
629;777;-518;10;3
634;785;-508;10;2
637;794;-498;10;2
637;794;-488;10;2
642;802;-475;10;
646;809;-470;10;
651;815;-464;10;
654;822;-459;10;
659;828;-453;10;
659;828;-446;10;2
662;832;-437;10;3
668;840;-428;10;4
675;848;-417;10;4
679;849;-408;10;
679;849;-399;10;
683;852;-395;10;
687;854;-390;10;
691;856;-382;10;
695;858;-374;10;
699;859;-369;10;5
699;859;-365;10;
702;859;-359;10;
707;859;-353;11;
711;858;-347;11;6
715;857;-342;11;7
719;855;-336;11;
719;855;-331;11;
724;850;-325;11;
730;845;-319;11;
735;838;-326;11;
739;833;-333;11;
739;833;-340;11;
742;828;-347;11;
746;821;-348;11;
749;812;-721;11;
753;804;-745;11;
757;795;-769;11;
757;795;-791;11;78
761;785;-804;11;
765;773;-805;11;
769;761;-806;11;
773;749;-807;11;
777;737;-808;11;
777;737;-809;11;
781;724;-810;11;
785;710;-811;11;
789;694;-812;11;
794;678;-813;11;
794;678;-814;11;
797;661;-815;11;
786;652;-816;11;
775;643;-817;11;
764;634;-818;11;
753;625;-819;11;
742;616;-820;11;
731;607;-821;11;
724;599;-822;11;
706;603;-823;11;
692;604;-824;11;
691;604;-825;11;
678;604;-826;11;
667;604;-827;11;
656;602;-828;11;
645;600;-829;11;
636;599;-830;12;
636;599;-831;13;
628;596;-832;13;
620;593;-833;13;
613;589;-834;13;
608;586;-835;13;
603;583;-836;13;
603;583;-826;13;
596;581;-851;13;
592;576;-876;13;
588;572;-901;13;
584;568;-926;13;
580;564;-950;14;
580;564;-974;14;
575;559;-998;15;
572;554;-1022;15;
569;549;-1045;15;
566;544;-1074;16;
563;538;-1103;17;
563;538;-1101;17;
560;532;-1097;17;
557;525;-1117;17;
555;520;-1136;17;
553;514;-1171;17;3
551;508;-1159;17;
551;508;-1189;17;
549;501;-1192;17;
547;494;-1201;17;
545;488;-1202;17;
543;480;-1208;17;7
543;480;-1209;17;
542;474;-1213;17;
541;467;-1215;17;
539;460;-1215;17;
538;452;-1215;17;
537;445;-1219;17;
537;445;-1224;17;
536;439;-1229;17;
535;426;-1230;17;
534;420;-1231;17;
533;413;-1235;17;
533;405;-1235;17;
533;405;-1235;17;
532;397;-1235;17;
531;388;-1235;17;
531;380;-1235;17;
529;372;-1235;17;
529;363;-1235;17;
529;363;-1235;17;
528;350;-1235;17;
527;338;-1229;17;
527;330;-1230;17;
526;322;-1231;17;
526;320;-1235;17;
526;315;-1235;17;
526;312;-1235;17;
525;308;-1235;17;
525;304;-1235;17;
525;301;-1235;17;
524;299;-1235;17;
524;295;-1235;17;
524;292;-1235;17;
524;290;-1235;17;
524;289;-1235;17;
524;288;-1235;17;
523;288;-1235;17;
523;287;-1235;17;
